53 1 2.9188 -0.8296 -0.1982
54 1 2.9329 0.7197 -0.3477
55 1 3.4719 0.3227 0.2530
56 1 3.2662 0.2078 0.0784
57 1 2.9170 -0.6363 -0.4597
58 1 3.0208 -0.4917 0.3823
59 1 2.8440 -0.0788 -0.6606
60 1 2.8269 -0.2415 -0.1438
61 1 2.7715 0.3628 -0.6699
62 2 -2.6971 0.3428 0.2969
63 2 -2.5758 -0.7524 -0.2258
64 2 -3.3081 0.9194 -0.0917
65 2 -3.9704 -0.0180 0.0972
66 2 -3.3320 -0.2213 -0.4109
67 2 -2.6792 0.5212 0.0331
68 2 -2.1867 -0.5370 -0.0893
69 2 -3.0130 -0.0824 -0.7503
70 2 -3.4641 0.4588 -0.7457
71 2 -2.6329 0.6839 -0.1533
72 2 -3.3158 0.0179 0.7030
73 2 -2.8336 -0.6846 0.2985
74 2 -2.7221 -0.5023 0.2450
75 2 -2.6089 0.4432 0.4475
76 2 -2.8534 -0.7889 -0.2769
77 2 -2.8097 -0.0925 0.7195
78 2 -3.5380 0.7771 0.0912
79 2 -2.4578 -0.6015 0.5488
80 2 -2.7625 -0.5409 0.2512
81 2 -2.9296 -0.1623 0.4280
82 2 -3.0549 -0.2207 0.8589
83 2 -3.6321 -0.0454 0.4971
84 2 -3.5958 -0.2503 -0.2607
85 2 -2.2851 0.1115 0.6528
86 2 -2.6643 -0.0357 0.3578
87 2 -3.1636 0.2868 -0.8432
88 2 -2.5992 0.4385 0.0940
89 2 -3.3820 0.3082 -0.6897
90 2 -3.9610 -0.1110 0.0228
91 2 -2.8270 -0.0741 0.5414
92 3 0.4981 2.8954 0.7868
93 3 0.2184 3.0675 0.0302
94 3 0.1355 2.1292 0.3202
95 3 0.4201 3.0556 0.2306
96 3 0.6599 3.4463 -0.1015
97 3 0.6195 3.2853 0.2783
98 3 -0.2942 3.2969 -0.1744
99 3 -0.3622 2.6571 0.0200
100 3 -0.5619 3.3342 0.0685
101 3 0.1868 3.7067 -0.2590
102 3 0.4501 2.8443 0.0739
103 3 -0.0475 3.6346 0.6130
104 3 0.4324 3.7745 0.0963
105 3 0.4445 3.4915 -0.7458
106 3 -0.1164 2.6189 0.5764
107 3 -0.6016 3.5485 0.1018
108 3 0.2684 3.6621 -0.1037
109 3 -0.0080 2.9181 0.3904
110 3 -0.8119 2.9769 -0.4047
111 3 -0.0037 2.4603 0.3234
112 3 0.2722 2.2875 -0.2431
113 3 -0.0038 3.1077 -0.8767
114 3 0.1754 3.7152 0.3448
115 3 -0.3502 2.5153 0.6951
116 3 0.0167 2.9869 -0.2653
117 3 0.3942 2.7729 0.5830
118 3 0.7160 3.4674 -0.1711
119 3 0.2899 2.6070 0.7674
120 3 0.8545 2.8952 -0.3359
121 3 0.3084 3.2932 -0.3838
122 4 -0.1542 -2.3828 -0.5529
123 4 0.0424 -3.0134 0.2632
124 4 0.7641 -2.9748 0.3049
125 4 0.2734 -3.5490 0.6024
126 4 0.1091 -2.8727 -0.9723
127 4 -0.6090 -2.3166 0.0560
128 4 0.5637 -2.6689 0.2722
129 4 0.0531 -3.6948 -0.4463
130 4 0.3742 -3.8815 -0.1787
131 4 -0.2554 -2.5738 -0.3692
132 4 -0.0583 -3.5399 0.1569
133 4 0.4368 -2.8491 -0.7058
134 4 -0.1859 -2.8342 -0.8713
135 4 -0.1573 -3.0352 -0.4474
136 4 -0.2533 -2.3555 0.5380
137 4 0.8563 -2.9289 -0.1052
138 4 -0.4488 -2.8926 0.0367
139 4 -0.7631 -3.1215 0.0128
140 4 0.5073 -3.6984 -0.1268
141 4 -0.2624 -2.7936 0.8939
142 4 0.6382 -2.8859 -0.5351
143 4 -0.7157 -3.1743 -0.4154
144 4 -0.1482 -2.3487 -0.1989
145 4 -0.4365 -3.1896 -0.8741
146 4 -0.0157 -3.6015 0.6788
147 4 -0.3803 -2.1207 -0.2010
148 4 -0.0787 -2.9692 -0.0852
149 4 0.7259 -2.6427 -0.3926
150 4 -0.1185 -2.3917 -0.1169
151 4 0.3782 -3.7425 0.4260
152 5 -0.6467 -0.2578 2.8790
153 5 0.8626 -0.2571 3.3396
154 5 0.5839 0.2526 3.1644
155 5 -0.1063 0.5397 3.3624
156 5 -0.4478 -0.1653 2.3955
157 5 0.2787 -0.6785 3.0191
158 5 -0.5000 -0.1024 2.9188
159 5 0.6287 -0.1361 2.9617
160 5 -0.5508 0.8206 2.8881
161 5 0.2801 -0.3320 2.2802
162 5 -0.6815 -0.3886 2.8523
163 5 -0.1504 0.7747 3.2367
164 5 -0.1758 0.8167 2.8109
165 5 0.4085 -0.7530 2.7083
166 5 -0.6877 0.5331 2.8643
167 5 0.1879 0.0993 3.3971
168 5 0.4027 0.3092 2.1847
169 5 -0.3337 0.7261 2.7553
170 5 -0.0739 0.8567 3.4494
171 5 0.0743 -0.4499 2.2896
172 5 -0.2340 0.5088 2.6277
173 5 0.3385 -0.7224 2.4021
174 5 0.7770 0.2177 2.6712
175 5 0.0935 0.5957 3.5325
176 5 0.2159 -0.3238 2.1954
177 5 -0.0312 0.3860 3.1067
178 5 0.2607 0.3914 2.1767
179 5 -0.5425 0.3865 2.9175
180 5 -0.3060 -0.9160 2.8843
181 5 -0.1144 0.0263 3.8994
182 6 -0.7499 0.6169 -2.8626
183 6 -0.1082 -0.0831 -3.9093
184 6 -0.4109 0.4672 -3.6440
185 6 0.6625 -0.3782 -2.9008
186 6 -0.0576 0.5488 -3.0720
187 6 0.6452 -0.2766 -2.8778
188 6 0.2572 0.1149 -2.9297
189 6 -0.1691 0.4003 -2.8533
190 6 0.2283 -0.5137 -3.6007
191 6 -0.5122 0.3721 -3.3571
192 6 -0.5101 -0.6178 -3.5439
193 6 -0.0013 0.2753 -2.3672
194 6 -0.0869 0.1381 -3.1527
195 6 -0.5581 -0.1385 -2.7318
196 6 0.6406 -0.5287 -2.8826
197 6 0.0339 0.3014 -2.9492
198 6 -0.5303 0.5717 -3.1223
199 6 0.4887 0.6823 -3.0264
200 6 -0.3202 -0.5304 -2.4305
201 6 0.1433 0.5787 -3.6575
202 6 -0.3658 -0.4919 -2.4837
203 6 0.6604 -0.2595 -3.6720
204 6 0.6477 0.4442 -2.8078
205 6 -0.1109 0.1634 -3.0389
206 6 -0.6942 0.2588 -2.4117
207 6 0.1757 -0.0535 -2.7338
208 6 0.3960 -0.8584 -3.1269
209 6 -0.4064 -0.3345 -2.8856
210 6 -0.2993 0.0713 -3.6426
211 6 -0.5062 0.4335 -2.6086
